,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_year
2807,"('歳入', 18.304663860968663)","('失政', 13.912588431864847)","('ベンチャー', 16.12964638932715)","('衆参', 14.63690844893999)","('対策本部', 17.554191413249015)","('進め方', 15.821986340804187)","('タイ', 12.35458966393281)","('着目', 12.342137266338762)","('いいもの', 11.60005207713328)","('ようやく', 14.336157300309882)","('警察官', 11.380501195203866)","('福祉事務所', 15.014209015214103)","('岩手', 18.092466670605244)","('質問主意書', 16.093055448989432)","('日程', 15.357852179565796)","('オーケー', 14.718307971477739)","('電車', 16.81525584709518)","('婦人', 14.865017906741556)","('国家主席', 13.563656509465819)","('レジ袋', 13.966851930077237)","('逆行', 8.379451869591854)","('切実', 304.5670468547658)"
2808,"('文部大臣', 18.289391159176922)","('暮らし', 13.907359897844973)","('厳正', 16.120807137070987)","('類似', 14.634483918866053)","('道民', 17.55052848161191)","('看板', 15.816044501958793)","('知財', 12.34316185323919)","('ツケ', 12.340673323982884)","('かかわり', 11.597909127332901)","('庁舎', 14.328997271423322)","('面倒', 11.372254782665742)","('第一歩', 14.99118104937867)","('いいもの', 18.09076282651226)","('安易', 16.087256966024274)","('マンパワー', 15.354526808148583)","('いわば', 14.71385161297169)","('不合理', 16.81246340753708)","('ジャパンライフ', 14.859500882794842)","('入院患者', 13.557071943989571)","('左右', 13.96194453672682)","('労使', 8.37679300966922)","('出張', 304.32304043489086)"
2809,"('ムネオハウス', 18.28567814023179)","('左右', 13.899537324013117)","('アルカイダ', 16.120595495967464)","('詐欺', 14.631965684342154)","('急増', 17.539852135871804)","('調査報告書', 15.808049525235969)","('前倒し', 12.340781601543076)","('ヘリコプター', 12.333279032637446)","('太陽光発電', 11.589982529867477)","('特別措置', 14.32357882065223)","('体力', 11.371765729667857)","('刑罰', 14.98835917994262)","('直結', 18.06260859192839)","('例外規定', 16.085892210539853)","('地方議会', 15.353754017704661)","('支部', 14.713480294471506)","('リコール', 16.802505600347327)","('保険証', 14.856707790500948)","('位置', 13.551142702756584)","('財政措置', 13.954408590526699)","('記者', 8.376569057167302)","('いつまでも', 304.08251089070524)"
2810,"('引用', 18.276451460347946)","('男女共同参画社会', 13.883613737076825)","('二十歳', 16.111701973679885)","('登壇', 14.62530554474073)","('耐震診断', 17.534534338435904)","('転用', 15.789700945584574)","('小学生', 12.337430634167937)","('プライバシー', 12.329106643056639)","('助言', 11.588719768766424)","('オープン', 14.322929983899465)","('全体的', 11.371359354175548)","('援護', 14.98511438155797)","('重点的', 18.06207651543967)","('オーケー', 16.080016848307082)","('幸せ', 15.344833968399245)","('納税者', 14.708708712690935)","('目玉', 16.799638992566948)","('ob', 14.854953288987785)","('近隣', 13.549003680094138)","('実証実験', 13.94616390186727)","('ガソリンスタンド', 8.364134043830235)","('部品', 303.657508583857)"
2811,"('失政', 18.255706657054816)","('四国', 13.881307588309664)","('取り消し', 16.111524064060696)","('有権者', 14.622928384269748)","('広がり', 17.53453076593001)","('富山', 15.740496600942084)","('スーパー', 12.334874730714347)","('国境', 12.32400480251212)","('欠如', 11.588022155400255)","('校舎', 14.31779137975781)","('疾病', 11.366817552437974)","('二番', 14.971166689178812)","('地球', 18.051697319238023)","('歓迎', 16.073356174317265)","('民間委託', 15.336137060956805)","('農林省', 14.706955693815212)","('頻度', 16.799609875240343)","('戦闘', 14.843446358661307)","('転売', 13.538745781924378)","('百貨店', 13.936740840425426)","('土石流', 8.36395312217072)","('維持管理', 303.3755283494293)"
2812,"('金融再生プログラム', 18.252526862826958)","('最高裁判所', 13.877714369189523)","('強姦', 16.10858982038905)","('中国政府', 14.621647326320993)","('過度', 17.53206467402463)","('懲戒', 15.739710584058372)","('ベトナム', 12.330172016041994)","('国立大学', 12.315965400139243)","('尊敬', 11.574870797321559)","('十三', 14.30461773047615)","('装置', 11.361929813676145)","('推測', 14.960948642350138)","('頻度', 18.04528899496503)","('もうこ', 16.06834148766518)","('赤ちゃん', 15.334923264646736)","('日本の経済', 14.704691193368085)","('日本の経済', 16.79745044441949)","('経済財政諮問会議', 14.843030449497263)","('タイプ', 13.525714910643064)","('プロジェクトチーム', 13.936071266934212)","('上告', 8.362844129269373)","('キャンペーン', 303.20250528727905)"
2813,"('中途半端', 18.25002719560839)","('縮減', 13.868218375979682)","('不作為', 16.096911345195604)","('構図', 14.62044849371991)","('犯罪被害者', 17.532002835391364)","('宙に浮いた年金', 15.733292606202719)","('当選', 12.313797614221453)","('首脳会談', 12.29869653421832)","('カナダ', 11.572778693178515)","('自主性', 14.290624225434687)","('増進', 11.359482077443722)","('代表者', 14.960312932910528)","('次世代の党', 18.042323348937828)","('打撃', 16.062976819074624)","('京都議定書', 15.317686176850742)","('学芸員', 14.685278581498043)","('カンボジア', 16.796975601607997)","('サプライチェーン', 14.837950471636315)","('出勤', 13.517310112083118)","('四日', 13.917115431528853)","('教育委員', 8.360688020982192)","('自分自身', 303.1971210978553)"
2814,"('ストップ', 18.241572727533846)","('意識改革', 13.8672680287494)","('悪影響', 16.092002623145294)","('マクロ', 14.620319647389453)","('減免', 17.529731005728124)","('次長', 15.723386452244744)","('マルチ商法', 12.311065048193203)","('温室効果ガス', 12.29795828514518)","('両親', 11.562133964685824)","('給食', 14.288903740696654)","('心身', 11.347348459239154)","('リード', 14.958089686817225)","('国民の権利', 18.03227067567838)","('企業側', 16.059378659685756)","('倍増', 15.314977249800608)","('直接的', 14.67898776479064)","('利害関係者', 16.781674989458022)","('議連', 14.836096546475652)","('分断', 13.514418964305369)","('次世代', 13.916847135870409)","('電子化', 8.356759332985623)","('立入検査', 302.741655182342)"
2815,"('業績', 18.228891506448228)","('素朴', 13.865561924967485)","('官房', 16.089077056302088)","('次世代', 14.602161482800703)","('市街地', 17.529083950368488)","('放課後', 15.710905689594906)","('返納', 12.299940248435313)","('蔓延', 12.297808605622407)","('組み替え', 11.552142111446333)","('住居', 14.282868732978912)","('g20', 11.345659802591861)","('断念', 14.946275450772767)","('認証', 18.030216044545867)","('小泉', 16.056718704063044)","('土壌', 15.311736972088744)","('地盤', 14.675434485246459)","('新聞記事', 16.775660241345438)","('種子', 14.834709438397734)","('小中', 13.507798720233334)","('六条', 13.909912408999567)","('固有', 8.353016852089656)","('脳死', 302.6013318776577)"
2816,"('特別措置', 18.22615293825429)","('国際化', 13.86294418607481)","('物品', 16.07974007059945)","('自主的', 14.590528584348608)","('映画', 17.51787889325107)","('何ら', 15.705770814586502)","('土壌汚染', 12.29828451928221)","('人材育成', 12.295305131732182)","('収支報告書', 11.544918346364343)","('掌握', 14.278574392062009)","('焼却', 11.342282335223365)","('アプローチ', 14.941567777465817)","('中枢', 18.013892548656518)","('大使館', 16.05315979524201)","('福井', 15.31150143545668)","('尖閣諸島', 14.673361117030261)","('自分自身', 16.77268160624743)","('幸せ', 14.831710708383625)","('原子力発電所', 13.501709912873027)","('つながり', 13.89798856593281)","('集団的自衛権', 8.352928773515202)","('講習', 302.42188071929314)"
2817,"('公営住宅', 18.213090129358214)","('nox', 13.85915508921946)","('政治資金', 16.075451431705666)","('発達', 14.586680075286374)","('車いす', 17.514233075308486)","('尊敬', 15.697938518284216)","('被疑者', 12.296469616378936)","('待機', 12.287918409391102)","('駐留', 11.533627756290873)","('受信料', 14.275645955078748)","('着目', 11.331149054209785)","('履行', 14.938083494526321)","('有意義', 18.00925862096066)","('創造', 16.04913460864215)","('書面', 15.300035814424497)","('環境委員会', 14.672535421040918)","('ペンス', 16.76465949508156)","('九月十四日', 14.827357993209212)","('公庫', 13.500810755493351)","('停電', 13.8930491427472)","('資機材', 8.347502742118118)","('剰余金', 302.420556980769)"
2818,"('容疑', 18.212666022312256)","('安全対策', 13.849272988876029)","('一般国民', 16.05218757365993)","('国際化', 14.586493114296836)","('厳正', 17.503567118608338)","('空爆', 15.696219464262064)","('大会', 12.291421393605098)","('軍人', 12.284041917648295)","('誠意', 11.527245079428585)","('ビル', 14.273518378785294)","('右側', 11.33030961654244)","('漁船', 14.935283203224703)","('告発', 18.008032433420844)","('タイプ', 16.03991389092941)","('民主', 15.299136560711442)","('農林水産', 14.670954709772646)","('管理監督者', 16.762565721698344)","('財政支援', 14.8251154949745)","('三分', 13.49989987285715)","('研究所', 13.885239223484085)","('開発支援', 8.347130432049362)","('時効', 302.14134556908004)"
2819,"('ロシア側', 18.2114180937282)","('細か', 13.841594912777712)","('領土問題', 16.03878579764333)","('悪影響', 14.581575540003122)","('負債', 17.49960321016774)","('専門的', 15.688171486990534)","('証人', 12.278857847267211)","('大会', 12.282442916313434)","('掛金', 11.524534787365846)","('なんだろう', 14.261316682911389)","('期日', 11.321816823809415)","('ゴール', 14.927302462289227)","('私学', 18.004052486314215)","('監督官庁', 16.03641814527534)","('た分', 15.287340265754327)","('中央', 14.664711958623418)","('いじめ', 16.759137335068303)","('真面目', 14.824737978182684)","('霞が関', 13.486897577172723)","('農村', 13.881559215587995)","('増資', 8.346486279510005)","('立証', 302.0488961347101)"
2820,"('トンネル', 18.189264256826405)","('告示', 13.833345048811111)","('留学', 16.03367784770983)","('神戸', 14.574108161109896)","('主体的', 17.49282060330179)","('g8', 15.686011690795393)","('感情', 12.274048590836347)","('透明', 12.280410382841321)","('自衛隊員', 11.5211144026009)","('現象', 14.2563471292041)","('新聞記事', 11.319884020981142)","('学会', 14.917396504126721)","('衰退', 17.998767664810607)","('最高裁判所', 16.030147682741827)","('機動', 15.280397165191465)","('数年', 14.658390398155342)","('ホーム', 16.755129021107365)","('お約束', 14.809980106319703)","('重篤', 13.485101170304075)","('苦情', 13.877997039511794)","('若い人', 8.343343334529443)","('主体的', 302.0458222659492)"
2821,"('周辺事態法', 18.18734178445737)","('論理的', 13.83120015507546)","('例示', 16.024767781686503)","('仮定', 14.566194518311057)","('農林水産大臣', 17.485336979679467)","('行政書士', 15.683111998915624)","('治験', 12.27319667376763)","('租特', 12.27540615615553)","('割引', 11.517670225895415)","('上陸', 14.256100408357236)","('石巻', 11.319540387127056)","('無責任', 14.915914016478682)","('意見聴取', 17.99060906456719)","('お父さん', 16.020977954955665)","('立証', 15.27957319642943)","('議連', 14.651583402618439)","('労働基準監督署', 16.736361651072013)","('豪雨災害', 14.805891578582766)","('労基法', 13.464928675140861)","('納付', 13.877034674952796)","('並行', 8.332739710430666)","('バブル', 301.9887296569012)"
2822,"('一任', 18.18339387608933)","('魅力', 13.824057471450303)","('国際協力', 16.01950257435069)","('パキスタン', 14.562204970043062)","('取締り', 17.481997744623605)","('第一歩', 15.67993245950074)","('派遣切り', 12.27251324988027)","('公的年金', 12.26945213166096)","('疑義', 11.51711624522283)","('大塚', 14.246157509603506)","('作業員', 11.309820717205323)","('数年', 14.908018003342857)","('上陸', 17.97626654440621)","('優良', 16.014171237018914)","('処罰', 15.27869631048886)","('世間', 14.649882473261677)","('災害救助法', 16.72876439171651)","('割当て', 14.805115316919627)","('割引', 13.462860729438637)","('潜在', 13.872625513751895)","('国連総会', 8.332687619327086)","('国防', 301.7940215525001)"
2823,"('憲法九条', 18.176173000101745)","('生態系', 13.821044759410658)","('リース', 16.01253071125217)","('中心市街地', 14.558936770890655)","('修理', 17.47009979212821)","('日本の経済', 15.679470221450822)","('六つ', 12.267076443131913)","('毒性', 12.26646514196718)","('沿岸', 11.509130674797499)","('内閣委員会', 14.237138331736972)","('仕入れ', 11.309390159269995)","('情報機関', 14.905821866041284)","('圏内', 17.96678530721165)","('自宅', 16.00385668187685)","('横断', 15.272091880115273)","('自動的', 14.649684185134138)","('領土問題', 16.69848685182704)","('商工会', 14.800833012668974)","('対話', 13.459215490790529)","('日本海', 13.870538835894854)","('受託', 8.331282742028769)","('ntt', 301.7553883590025)"
2824,"('家賃', 18.167460369317887)","('経済成長', 13.81986612143441)","('技術者', 16.006206699587814)","('知的財産', 14.557557478487428)","('期日', 17.455897436709407)","('地方競馬', 15.676364201616089)","('すき間', 12.252377631263016)","('録音', 12.26442571711062)","('選手', 11.50360994924031)","('日本共産党', 14.229619402394107)","('注入', 11.28413638706966)","('前文', 14.898708184596943)","('労災', 17.96412610575266)","('教科', 15.996009244016017)","('中期', 15.265627698599047)","('森林環境税', 14.646900213926827)","('専守防衛', 16.698142687495565)","('行政書士', 14.797368485584014)","('移送', 13.451689188262863)","('存続', 13.866882400102325)","('簡素化', 8.326606662720053)","('逼迫', 301.68214130421575)"
2825,"('バス', 18.166565262695627)","('マクロ', 13.815393022841565)","('修理', 16.00133312978162)","('短期大学', 14.557530646498748)","('司法制度改革', 17.455753466905975)","('有利', 15.660137245949924)","('データベース', 12.247534628052682)","('ギャップ', 12.262658542276329)","('民主', 11.489541335951207)","('復帰', 14.22408959638337)","('意見聴取', 11.282549412240208)","('特別交付税', 14.887461599003347)","('作業員', 17.957766289751994)","('アンケート調査', 15.985043434200385)","('最小限', 15.254885943944776)","('スピード感', 14.643725684183655)","('生産緑地', 16.693606116281828)","('農政', 14.794450704450746)","('取決め', 13.430853848649047)","('財政法', 13.862166000468356)","('プライバシー', 8.320731080082727)","('所感', 301.6452281459949)"
2826,"('経団連', 18.15939608200091)","('市町村長', 13.809089261365974)","('反発', 15.997155353307948)","('緊張', 14.555127891796594)","('契約書', 17.446457713963287)","('肩たたき', 15.659202154706309)","('年金問題', 12.244926379961527)","('学園', 12.261702736536426)","('収納', 11.48246993494188)","('務め', 14.208496663813218)","('京都', 11.279926699387726)","('再犯防止', 14.887408250577234)","('一面', 17.948953240924837)","('根絶', 15.983186569691293)","('霞が関', 15.226526684685219)","('自国', 14.63213435823246)","('岡山', 16.68559332641006)","('地方公務員', 14.792346954863667)","('仕方がない', 13.427919125204497)","('エネルギー政策', 13.861796783548034)","('qアンドa', 8.319185429702307)","('人事院勧告', 301.6369777549321)"
2827,"('週刊誌', 18.15764371348041)","('反発', 13.808984576812762)","('ショック', 15.943774334674123)","('海上', 14.55440903094894)","('労働力', 17.43255918396443)","('しながら', 15.623387387071084)","('原資', 12.240904255420102)","('司令部', 12.259675560171036)","('お見舞い', 11.474872268569367)","('発電所', 14.197679806070019)","('十日', 11.274701676973084)","('構造改革', 14.870807896527225)","('形式', 17.94259789881798)","('共産党', 15.977313886871789)","('画期的', 15.218610650210767)","('創造', 14.631460122930838)","('地方税', 16.672128891519492)","('自動車部品', 14.791666938802585)","('npo法人', 13.41956257550574)","('変革', 13.857030299741544)","('新幹線', 8.318614769257135)","('証人', 301.5708293550894)"
2828,"('安倍', 18.153206513663566)","('歴代', 13.803445948520551)","('自宅', 15.941764188259263)","('審判', 14.544969431550836)","('誠実', 17.4285511498779)","('パブリックコメント', 15.62160718124786)","('通過', 12.235648197792308)","('二日', 12.241226928626226)","('資質', 11.47347496122625)","('悲鳴', 14.19567194363147)","('ダウンロード', 11.266839661524346)","('立憲主義', 14.858883827081808)","('大使', 17.940853699855545)","('信書', 15.972186927331633)","('酪農', 15.218443571424775)","('後継者', 14.615352925587356)","('瑕疵', 16.648960115025623)","('製造業', 14.787062242926993)","('従前', 13.411536770092424)","('人類', 13.848401652624336)","('巨額', 8.315267639807423)","('阻止', 301.5704014709557)"
2829,"('原料', 18.15095884401567)","('臨時的', 13.790156086144169)","('在外公館', 15.938407134166706)","('生田', 14.543902428623447)","('遺棄', 17.426496306903555)","('民放', 15.620804893357567)","('休暇', 12.227436312616867)","('イエス', 12.237599814360491)","('取り調べ', 11.469828088026835)","('電源喪失', 14.19189143445937)","('宅地', 11.263888449692729)","('水道', 14.849193654862788)","('緊張感', 17.930729002170047)","('残業代', 15.971605905574785)","('わかり', 15.218429819714224)","('添付', 14.612911224110018)","('根本的', 16.637533794017937)","('公布', 14.783152367873292)","('取消し', 13.394539256522744)","('実験', 13.843283962178116)","('進出', 8.309009249569367)","('閲覧', 301.4633513601957)"
2830,"('誇り', 18.1482157925806)","('傍聴', 13.784229798595678)","('自動的', 15.935636951166973)","('画期的', 14.543771441503115)","('十二', 17.42366333712449)","('国費', 15.611375306717527)","('次世代', 12.223157552949484)","('トヨタ', 12.228013401780428)","('開会', 11.45885478527407)","('法定', 14.17680187150197)","('特例公債法', 11.262247641420817)","('原材料', 14.848600887559869)","('実践', 17.930569669783768)","('必死', 15.970822187328418)","('法令違反', 15.217489020635393)","('流木', 14.599599708586169)","('誕生', 16.632457253835387)","('管制', 14.770362424317042)","('若い世代', 13.387001324847718)","('救急車', 13.83860667749044)","('インド太平洋', 8.297234142399361)","('水産', 301.27951385948865)"
2831,"('社会資本', 18.148086599275835)","('合法', 13.78082195036059)","('副作用', 15.93492576291263)","('知的障害者', 14.511508113006325)","('本庁', 17.4220659855973)","('前倒し', 15.611181213763201)","('例示', 12.217920420810676)","('ライン', 12.221077472443827)","('npt', 11.429196286420659)","('総力', 14.170004001768119)","('受託', 11.254462956038692)","('三名', 14.848090723492547)","('おわび', 17.914188535531746)","('三月三十一日', 15.966302871044977)","('相続税', 15.213462890733995)","('住居', 14.593300058400231)","('地図', 16.63153882066851)","('意図的', 14.758557359969862)","('支給対象', 13.37869848231088)","('前例', 13.816944675363768)","('活発', 8.29516615433006)","('労災', 301.1219887539122)"
2832,"('通貨', 18.141981693363913)","('議定', 13.779319723301853)","('名誉', 15.925527873284175)","('強行', 14.510423249376306)","('グローバル化', 17.421563178120337)","('顧客', 15.609421793209501)","('海保', 12.216287430062211)","('片方', 12.211242716868517)","('能力開発機構', 11.425655325030457)","('決着', 14.159219446363105)","('置き場', 11.249414571278127)","('夫婦', 14.842867863939482)","('恣意', 17.902322411525926)","('採算', 15.951662556085266)","('地球', 15.20894890820414)","('難病', 14.590327842986946)","('位置', 16.631213666328094)","('検疫', 14.752071700129513)","('けさ', 13.364588970476326)","('創造', 13.813683574557386)","('議院', 8.291636027775514)","('消防庁', 300.9648910261417)"
2833,"('登用', 18.12620508207204)","('便利', 13.776186416465436)","('合致', 15.92225180258077)","('阻害', 14.508969140212894)","('目途', 17.405987552118564)","('町村', 15.597459422270195)","('高額', 12.214526589889328)","('自分自身', 12.210476978326456)","('出発', 11.424445119854592)","('不透明', 14.14845413777365)","('社会保障制度改革国民会議', 11.230729759918848)","('発達', 14.834393897397893)","('仮定', 17.8987892482898)","('話し合い', 15.942209147091754)","('ob', 15.207751485047805)","('任命', 14.590099263105046)","('中小企業庁', 16.612832512365337)","('面接', 14.750541504739655)","('地位', 13.363491476471035)","('リーダー', 13.810508789792088)","('放棄', 8.290725604744164)","('実証', 300.85413193528314)"
2834,"('小泉改革', 18.107165061067274)","('毒ガス', 13.77047023089941)","('座長', 15.920920074578596)","('経営判断', 14.506146108972423)","('口座', 17.400090383006937)","('正当性', 15.586097226882458)","('前段', 12.209243815907259)","('fta', 12.198679431845918)","('強引', 11.42433442540118)","('異例', 14.145063789677732)","('内外', 11.230580433736197)","('増設', 14.808890666958229)","('市町村長', 17.893909582666463)","('育児休業', 15.930410672733213)","('痛み', 15.204175412352853)","('総会', 14.581459386545522)","('国境', 16.59881282492864)","('離脱', 14.744490470100924)","('有機', 13.360826656613629)","('ジェノサイド', 13.794177434496586)","('開会', 8.288379756854258)","('百人', 300.4519680477963)"
2835,"('本部長', 18.10454617051309)","('申立て', 13.767522300827121)","('代表者', 15.914555496938682)","('靖国参拝', 14.50507240127865)","('シミュレーション', 17.389646169270495)","('陸上自衛隊', 15.58363982917721)","('領土', 12.206361304047427)","('若手', 12.197729485743075)","('到達', 11.412269721389478)","('専門性', 14.131157483441257)","('最高', 11.221495167031478)","('精神疾患', 14.801567558198542)","('留学生', 17.889173020797127)","('低所得', 15.918573600006383)","('コンピューター', 15.200818966165631)","('閉会', 14.581371704191236)","('インターバル', 16.593477375040532)","('ギャンブル依存症', 14.735680459604694)","('ファイル', 13.355816938318064)","('首脳会談', 13.792582502456709)","('出生', 8.275878985548232)","('五日', 300.0612662966869)"
2836,"('風力', 18.10065282121544)","('長崎', 13.765576554061285)","('山口県', 15.906704239038229)","('テロリスト', 14.499384910968692)","('後期高齢者', 17.386712152877806)","('国民の声', 15.572434292619496)","('注視', 12.203210329508487)","('長期金利', 12.194763716972515)","('かぎ', 11.412254507026216)","('作付', 14.124555887187604)","('デリバティブ', 11.216115237589896)","('補足', 14.797008920327858)","('妊娠', 17.869582403593306)","('同盟', 15.913638189952737)","('形式', 15.200693418179018)","('論理的', 14.574981894334751)","('仲卸', 16.59105602187893)","('興味', 14.727214084172399)","('夜間', 13.339938825816157)","('公募', 13.785405265312612)","('意味合い', 8.26164858759466)","('戦前', 299.9090728777955)"
2837,"('日本銀行', 18.09180238398888)","('勇気', 13.764185076008856)","('着手', 15.902284078205982)","('運賃', 14.488689116814804)","('産業界', 17.368070678311465)","('視聴者', 15.569585917819122)","('外資', 12.200866146595803)","('意気込み', 12.191371909377787)","('本土', 11.407774221989168)","('人材育成', 14.116573532954924)","('郵政事業', 11.215518264495529)","('説得', 14.791185808203211)","('各県', 17.861345058339058)","('村山談話', 15.911177113961323)","('値下げ', 15.182899221553038)","('振替', 14.556031972187302)","('病床', 16.587467080565943)","('情報収集', 14.722398558999682)","('申入れ', 13.338148399555664)","('土地利用', 13.781058346913108)","('必死', 8.258435937533548)","('率先', 299.87892403040456)"
2838,"('アクション', 18.087848394759426)","('正面', 13.76309357626436)","('供用', 15.899668396914134)","('関税', 14.48582299679824)","('オリンピック', 17.36785209880992)","('拡散', 15.56303470485787)","('議院内閣制', 12.189860704879703)","('不発弾', 12.189914827271702)","('県議会', 11.39786733211232)","('えさ', 14.099771998080506)","('排水', 11.210418809899448)","('長野県', 14.787014193715597)","('上位', 17.850628589115153)","('ダンス', 15.889853264439646)","('大都市', 15.181706392338986)","('おわび', 14.551949125567697)","('公正取引委員会', 16.58473238117478)","('閉会', 14.721689052198348)","('非常事態', 13.336979413922233)","('サーバー', 13.77901779854693)","('外務委員会', 8.257745366205597)","('交通事故', 299.85752763169927)"
2839,"('蓄積', 18.06635961825986)","('借入金', 13.761590801169616)","('後押し', 15.897255373026091)","('現行憲法', 14.481077045648266)","('偽造', 17.36694006547364)","('日銀総裁', 15.552542861511615)","('老健', 12.189235726453974)","('決めて', 12.181454231638634)","('発達障害', 11.38875401783049)","('つけ', 14.091750308740917)","('インフレ', 11.205149976274747)","('通過', 14.784649387104356)","('ベクレル', 17.850219134597847)","('停戦', 15.884719119793994)","('買収', 15.17998579521416)","('リサイクル', 14.540485152689977)","('屋外', 16.584476512457755)","('効率的', 14.71594951056892)","('低減', 13.334564582304901)","('有料化', 13.777988115717356)","('情報開示', 8.256701111183977)","('原理', 299.85249864384116)"
2840,"('参議院議員', 18.048300752230443)","('受給', 13.760836449034219)","('党内', 15.89455514113296)","('法体系', 14.467992960081823)","('数年', 17.364815622343983)","('司令塔', 15.541641002490794)","('日常', 12.188170482198556)","('日本銀行', 12.176676348698198)","('発達', 11.38715906636017)","('不利益', 14.08633508399636)","('児童福祉法', 11.204605637147072)","('備え', 14.783407695336281)","('疲弊', 17.84695744904645)","('私的', 15.880583941682804)","('立案', 15.171597245921882)","('本体', 14.52635458813323)","('名古屋市', 16.580611493325705)","('到達', 14.711845691624042)","('空気', 13.330009377007624)","('カウント', 13.765455625937777)","('現役', 8.255842809246225)","('抽象', 299.7762052893506)"
2841,"('目玉', 18.04259588032565)","('両国', 13.759180272481412)","('小児', 15.879860336575994)","('フィリピン', 14.4673588557652)","('つながり', 17.345360434514856)","('校長', 15.540112238762626)","('除去', 12.173199410814703)","('法案提出', 12.17419620730712)","('バス', 11.3867968286317)","('お待ち', 14.084647974903168)","('acta', 11.19826235918547)","('管理者', 14.7767324122538)","('男女共同参画', 17.843638923100627)","('ユーザー', 15.877624850639553)","('アンケート調査', 15.159680974831742)","('会話', 14.52424874296697)","('現金', 16.553648131560184)","('取消し', 14.704239817237552)","('業務委託', 13.32787497350465)","('小売', 13.763412652669793)","('転職', 8.253617758971961)","('軽視', 299.5317765256716)"
2842,"('被爆', 18.040809019683568)","('地球温暖化', 13.748026601266876)","('便利', 15.863530293079824)","('サイクル', 14.457177389257335)","('重度', 17.342372393366162)","('戦前', 15.53154042424323)","('負担増', 12.17046472963079)","('文句', 12.169432581790959)","('明治', 11.370377013455107)","('支部', 14.079479643995231)","('十六日', 11.190348121951882)","('七条', 14.762020442573405)","('事務局長', 17.84233882120019)","('閣法', 15.876332601639007)","('了解', 15.157129456601327)","('パターン', 14.51798478957043)","('西日本豪雨', 16.542173647077252)","('分散', 14.681041701795188)","('教育現場', 13.326624071057783)","('英語', 13.74668669536871)","('居場所', 8.248094652411732)","('中国側', 299.4480164829217)"
2843,"('高校生', 18.038166499749423)","('本当にありがとうございました', 13.74186417113163)","('文句', 15.8587819992462)","('保管', 14.45132296232051)","('労働基本権', 17.337921475705226)","('岩国', 15.530966856596782)","('成績', 12.168453425684358)","('日ロ', 12.166747667396912)","('本省', 11.368543148178)","('米軍基地', 14.075144085698014)","('オーケー', 11.187772278898537)","('秘匿', 14.74943399868054)","('同時', 17.839253373531463)","('売り上げ', 15.876078792020616)","('テスト', 15.156849556672274)","('やる気', 14.513882655439819)","('オーケー', 16.54173316193972)","('日本国憲法', 14.678403354454353)","('商工中金', 13.322329399860452)","('流入', 13.73423279125474)","('勧誘', 8.245723919634642)","('パブリックコメント', 299.42952713419476)"
2844,"('天然ガス', 18.03376666364311)","('少女', 13.741155643384385)","('免責', 15.858054982681137)","('十二', 14.445820343874397)","('ビル', 17.333210765428667)","('いいかげん', 15.530036433982245)","('顧問', 12.163893188047965)","('投機', 12.145024597704172)","('有無', 11.365370598734312)","('統一地方選挙', 14.055630206331973)","('法務', 11.170151282854416)","('大使', 14.74725955914804)","('甚大', 17.83874356636361)","('介入', 15.8728843414738)","('対案', 15.156007520973908)","('ペンス', 14.508196860224935)","('納税', 16.54006255554939)","('管理職', 14.677282758067328)","('停電', 13.319828192627389)","('農業者', 13.718833257958991)","('在留資格', 8.244127215511682)","('外国人労働者', 299.2134453145596)"
2845,"('主査', 18.029568124879393)","('先頭', 13.734478242523373)","('合格', 15.849429796683811)","('ゆとり教育', 14.443053993894864)","('文字', 17.331901897049228)","('思想', 15.520462151829083)","('米粉', 12.162221893637275)","('仕分け', 12.138460076240074)","('御苦労さま', 11.3607362388662)","('風評', 14.046433148732657)","('原資', 11.168225505881075)","('ペナルティー', 14.739968917324118)","('微妙', 17.815315024249703)","('位置', 15.871449840658958)","('武力攻撃', 15.154666022448973)","('領土問題', 14.503300695053776)","('mice', 16.53310083002863)","('積算', 14.675188802446197)","('緊張感', 13.31614248524038)","('幼児教育', 13.716142172974456)","('立入検査', 8.241377808674628)","('疾病', 298.5676469260612)"
2846,"('経済成長', 18.017914643468306)","('並行', 13.733491217182706)","('人権侵害', 15.845444286037253)","('阻止', 14.441192728390059)","('リストラ', 17.330953711794564)","('十二分', 15.511925163773705)","('財政措置', 12.161592560817827)","('取消し', 12.134354081689848)","('工法', 11.348790629848281)","('所得税法', 14.043137127082348)","('浸水', 11.163393022212338)","('wto', 14.736819600641136)","('労働契約法', 17.814960895236723)","('新法', 15.86929490908941)","('人気', 15.133944709358977)","('首都', 14.49280649326846)","('黒字化', 16.532769352460797)","('手だて', 14.672805768133644)","('労働時間', 13.315878107399397)","('クーデター', 13.707187935569527)","('還元', 8.23922761212167)","('日数', 298.5592335493477)"
